sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.09668796997943985,2,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.19730687152441861,3,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.30730606478180855,4,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.28794983962709275,5,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.2886326966315865,6,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.31393722553179104,7,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.3164780494345242,8,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.37036196821724787,9,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.362785336797835,10,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.3888214532693973,11,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.37044878744530096,12,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.366143302593532,13,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.37282960081858796,14,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.3332548331243288,15,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.34553752407686955,16,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.2934659927484865,17,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.3278556269956975,18,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.2944304655576744,19,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.35354253316916906,20,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.32740336955089244,21,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.296124409282831,22,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.25692009352730993,23,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a charted course.,course,course,Different Sense,0.22363433623790063,24,1.25,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.0,0,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.18960175727254647,1,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.1751816467828673,2,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3266029891771195,3,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.38553209874193906,4,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.351537035748719,5,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3433099653696108,6,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3135168477819372,7,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.31935695330542535,8,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3242578528831145,9,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3364735438110448,10,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.34807772782014024,11,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3538861889968494,12,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3638359592531252,13,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.36823257113886443,14,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.40056383609480717,15,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3791859514453205,16,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3421472316929999,17,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3317012305430589,18,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3265531145642414,19,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.3241873955131739,20,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.29244738460633224,21,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.2846248900419668,22,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.2461402750046886,23,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a collision course.,course,course,Different Sense,0.22208505139397916,24,1.375,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.08159258312873463,0,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.1065738328149376,1,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.08809932333582238,2,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.1096588276670104,3,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.14093588111691235,4,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.14214115319694254,5,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.16413016823353022,6,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.24115556260702486,7,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.2776193799193589,8,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.2940165644458872,9,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.2899730960429304,10,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.2752240048962288,11,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.30169613714578314,12,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.28971688896752157,13,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.2866009998347455,14,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.3207935877357112,15,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.3183264802768113,16,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.27877278134348404,17,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.27861563009559287,18,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.27679689630011584,19,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.2521289079310651,20,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.23022903463499167,21,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.188875177472263,22,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.1761423954611877,23,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a charted course.,course,course,Different Sense,0.13109454603216109,24,0.7,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.08159258312873463,0,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.16896014642731183,1,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.16091196485130066,2,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.19203523542659262,3,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.21668325079095674,4,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.228167089606939,5,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.22532383625107633,6,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.1982154783795217,7,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.1789339388156842,8,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.16959148707617022,9,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.1814325807300432,10,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.2039010658690774,11,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.26149428445810374,12,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.269571143507105,13,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.27401707060180014,14,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.2771037488025634,15,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.2785627480083307,16,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.2489967311368051,17,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.2379452009849662,18,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.21654545526506452,19,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.1898828046393961,20,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.1773199856901484,21,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.16683808560484692,22,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.14820885399328254,23,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a pass-fail course.,It was a collision course.,course,course,Different Sense,0.11271250127860799,24,1.111111111,10,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.08159258312873463,0,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.1201605728664058,1,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.12789375478846254,2,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.17459760950540715,3,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.21492669153693966,4,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.17509768319562524,5,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.1842151559337002,6,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.19937139030096818,7,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.199047972844986,8,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.20664877762123868,9,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.19443597390151568,10,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.17778702539022384,11,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.1647571116501767,12,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.1573883103840652,13,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.14144888033737424,14,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.18682565538534102,15,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.17182311848316345,16,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.19102528269839447,17,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.16801040207440965,18,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.19082367024346913,19,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.20632248505352302,20,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.19218682028813072,21,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.1882119854208384,22,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.20427558587317218,23,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was an introductory course.,It was a pass-fail course.,course,course,Same Sense,0.24746102678220028,24,3.909090909,8,10,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.0,0,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.15482742159323137,1,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.1114705117924043,2,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.14161582963229835,3,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.1978930249430344,4,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.21800664322182672,5,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.20692023664260328,6,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.22149374211615336,7,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.2303585546968523,8,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.21532697617006513,9,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.21841647301294997,10,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.21985451836919312,11,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.2166282940271098,12,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.2398909067980174,13,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.25216884570870013,14,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.3234688247338623,15,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.29404909032931925,16,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.2613838212953291,17,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.29125077088124707,18,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.2990823168896676,19,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.26545835175565,20,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.23463990802699286,21,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.21233298732701156,22,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.1692602498727196,23,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
It was a charted course.,It was a collision course.,course,course,Same Sense,0.11912852190211165,24,2.222222222,8,8,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,2.4928086705955366e-08,0,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.07704428726022794,1,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.130773443124935,2,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.11461490284653697,3,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.15148073924284366,4,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.11314112543252353,5,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.1338791167592306,6,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.13201595356335727,7,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.16664100412272342,8,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.17992638875213318,9,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.20080428232528058,10,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.21090913253229893,11,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.19770595446346184,12,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.19233666910803893,13,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.19137239313745213,14,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.21788202360380993,15,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.22359915548477227,16,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.23975993932942063,17,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.23107961023176793,18,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.31838832606188416,19,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.3484115270093219,20,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.33521574877295546,21,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.3347235646601978,22,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.3019950800289123,23,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed an enemy.,cross,crossed,Different Sense,0.3719468073273964,24,0.727272727,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,2.4928086705955366e-08,0,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.05840681502208711,1,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.12848276882346155,2,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.12071928737636384,3,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.1805655102597874,4,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.19854242093444097,5,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.29076723245823066,6,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.27403760748087,7,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.3306580653957628,8,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.3352887614826435,9,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.3507189501872827,10,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.37746137941389046,11,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.36140164197220126,12,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.3802204171214698,13,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.3837620722073313,14,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
He crossed a road.,He crossed a friend.,cross,crossed,Different Sense,0.43979438217577593,15,0.375,7,7,Original,58724864,albert/albert-xlarge-v2,english,No
