Unnamed: 0,List,Word,Same_sense,Sentence_1,Sentence_2,Sense_id_s1,Sense_id_s2,Gender_s1,Gender_s2,mean_relatedness,sd_relatedness,median_relatedness,count,sentence1,sentence2,same
139,2,planta,Same Sense,Estaba en la planta tropical,Estaba en la planta venenosa,1,1,female,female,4.45454545454545,1.03572548135463,5.0,11,Estaba en la planta tropical.,Estaba en la planta venenosa.,Same Sense
140,2,pluma,Different Sense,Tenía una pluma albina,Tenía una pluma estilográfica,1,2,female,female,1.54545454545455,0.820199532264724,1.0,11,Tenía una pluma albina.,Tenía una pluma estilográfica.,Different Sense
141,2,posición,Different Sense,Estaba en una posición sentada,Estaba en una posición ventajosa,1,2,female,female,1.81818181818182,1.07871977994119,1.0,11,Estaba en una posición sentada.,Estaba en una posición ventajosa.,Different Sense
142,2,prima,Different Sense,Era una prima anual,Era una prima atenta,1,2,female,female,1.0,0.0,1.0,11,Era una prima anual.,Era una prima atenta.,Different Sense
143,2,pupila,Different Sense,Tenía una pupila contraída,Tenía una pupila aplicada,1,2,female,female,1.27272727272727,0.646669790682863,1.0,11,Tenía una pupila contraída.,Tenía una pupila aplicada.,Different Sense
144,2,rama,Different Sense,Era una rama competitiva,Era una rama disecada,1,2,female,female,1.18181818181818,0.404519917477945,1.0,11,Era una rama competitiva.,Era una rama disecada.,Different Sense
145,2,rama,Different Sense,Era una rama médica,Era una rama disecada,1,2,female,female,1.18181818181818,0.404519917477945,1.0,11,Era una rama médica.,Era una rama disecada.,Different Sense
146,2,rama,Same Sense,Era una rama disecada,Era una rama retorcida,2,2,female,female,4.18181818181818,0.981649817214043,4.0,11,Era una rama disecada.,Era una rama retorcida.,Same Sense
147,2,raya,Different Sense,Dibujó una raya recta,Dibujó una raya marina,1,2,female,female,1.36363636363636,0.504524979109513,1.0,11,Dibujó una raya recta.,Dibujó una raya marina.,Different Sense
148,2,raya,Same Sense,Dibujó una raya marina,Dibujó una raya endémica,2,2,female,female,2.09090909090909,1.57826141399614,1.0,11,Dibujó una raya marina.,Dibujó una raya endémica.,Same Sense
149,2,raya,Same Sense,Dibujó una raya recta,Dibujó una raya precisa,1,1,female,female,4.63636363636364,0.924416277737175,5.0,11,Dibujó una raya recta.,Dibujó una raya precisa.,Same Sense
150,2,resistencia,Different Sense,Se trataba de una resistencia de circuito,Se trataba de una resistencia política,1,2,female,female,1.27272727272727,0.467099366496914,1.0,11,Se trataba de una resistencia de circuito.,Se trataba de una resistencia política.,Different Sense
151,2,resistencia,Different Sense,Se trataba de una resistencia eléctrica,Se trataba de una resistencia militar,1,2,female,female,1.45454545454545,0.687551650952329,1.0,11,Se trataba de una resistencia eléctrica.,Se trataba de una resistencia militar.,Different Sense
152,2,serie,Same Sense,Se trataba de una serie televisiva,Se trataba de una serie animada,1,1,female,female,4.90909090909091,0.301511344577764,5.0,11,Se trataba de una serie televisiva.,Se trataba de una serie animada.,Same Sense
153,2,sierra,Different Sense,Era una sierra automática,Era una sierra forestada,1,2,female,female,1.54545454545455,1.29333958136573,1.0,11,Era una sierra automática.,Era una sierra forestada.,Different Sense
154,2,sueño,Different Sense,Él alcanzó su sueño,Él tenía sueño,1,2,male,male,1.54545454545455,0.934198732993827,1.0,11,Él alcanzó su sueño.,Él tenía sueño.,Different Sense
155,2,tabla,Different Sense,Le gustó la tabla astillada,Le gustó la tabla de ajedrez,1,2,female,female,2.81818181818182,1.77866139656663,2.0,11,Le gustó la tabla astillada.,Le gustó la tabla de ajedrez.,Different Sense
156,2,tabla,Different Sense,Le gustó la tabla astillada,Le gustó la tabla de juego,1,2,female,female,2.27272727272727,1.55505042303516,2.0,11,Le gustó la tabla astillada.,Le gustó la tabla de juego.,Different Sense
157,2,taco,Different Sense,Le gustó el taco delicioso,Le gustó el taco puntiagudo,1,2,male,male,1.27272727272727,0.646669790682863,1.0,11,Le gustó el taco delicioso.,Le gustó el taco puntiagudo.,Different Sense
158,2,taco,Same Sense,Le gustó el taco mexicano,Le gustó el taco delicioso,1,1,male,male,4.81818181818182,0.404519917477945,5.0,11,Le gustó el taco mexicano.,Le gustó el taco delicioso.,Same Sense
159,2,tecla,Different Sense,Tocó la tecla del ordenador,Tocó la tecla afinada,1,2,female,female,2.63636363636364,1.43336856898198,3.0,11,Tocó la tecla del ordenador.,Tocó la tecla afinada.,Different Sense
160,2,título,Different Sense,Le gustó el título halagador,Le gustó el título del libro,1,2,male,male,2.81818181818182,1.53741222957161,3.0,11,Le gustó el título halagador.,Le gustó el título del libro.,Different Sense
161,2,vaso,Different Sense,Se trataba de un vaso cristalino,Se trataba de un vaso sanguíneo,1,2,male,male,1.09090909090909,0.301511344577764,1.0,11,Se trataba de un vaso cristalino.,Se trataba de un vaso sanguíneo.,Different Sense
162,2,vela,Different Sense,Ella vio la vela del barco,Ella vio la vela derretida,1,2,female,female,1.09090909090909,0.301511344577764,1.0,11,Ella vio la vela del barco.,Ella vio la vela derretida.,Different Sense
163,2,volumen,Different Sense,Aumentó el volumen de la corriente,Aumentó el volumen de la bocina,1,2,male,male,2.18181818181818,1.32801971507819,2.0,11,Aumentó el volumen de la corriente.,Aumentó el volumen de la bocina.,Different Sense
164,2,volumen,Different Sense,Aumentó el volumen del agua,Aumentó el volumen de la bocina,1,2,male,male,2.0,1.4142135623731,1.0,11,Aumentó el volumen del agua.,Aumentó el volumen de la bocina.,Different Sense
165,3,ala,Different Sense,Le gustó el ala remodelada,Le gustó el ala de águila,1,2,female,female,1.83333333333333,1.40345893053447,1.0,12,Le gustó el ala remodelada.,Le gustó el ala de águila.,Different Sense
166,3,arte,Different Sense,Se trataba del arte de guerra,Se trataba del arte abstracto,1,2,male,male,3.33333333333333,1.43548112513055,3.0,12,Se trataba del arte de guerra.,Se trataba del arte abstracto.,Different Sense
167,3,arte,Different Sense,Se trataba del arte de mentir,Se trataba del arte abstracto,1,2,male,male,3.08333333333333,1.50504203102489,3.5,12,Se trataba del arte de mentir.,Se trataba del arte abstracto.,Different Sense
168,3,cadena,Different Sense,Era una cadena elegante,Era una cadena de hierro,1,2,female,female,3.41666666666667,1.50504203102489,3.5,12,Era una cadena elegante.,Era una cadena de hierro.,Different Sense
169,3,cadena,Different Sense,Era una cadena elegante,Era una cadena de reo,1,2,female,female,2.58333333333333,1.50504203102489,2.5,12,Era una cadena elegante.,Era una cadena de reo.,Different Sense
170,3,cadena,Same Sense,Era una cadena de radio,Era una cadena televisiva,3,3,female,female,4.58333333333333,0.792961461098759,5.0,12,Era una cadena de radio.,Era una cadena televisiva.,Same Sense
171,3,caja,Different Sense,Ella vio la caja sellada,Ella vio la caja percusiva,2,3,female,female,2.75,1.76454990398015,2.0,12,Ella vio la caja sellada.,Ella vio la caja percusiva.,Different Sense
172,3,campo,Different Sense,Era un campo competitivo,Era un campo cultivado,1,2,male,male,1.5,1.16774841624228,1.0,12,Era un campo competitivo.,Era un campo cultivado.,Different Sense
173,3,canal,Same Sense,Estaba en el canal cervical,Estaba en el canal uterino,3,3,male,male,4.83333333333333,0.577350269189626,5.0,12,Estaba en el canal cervical.,Estaba en el canal uterino.,Same Sense
174,3,carrera,Different Sense,Fue una carrera universitaria,Fue una carrera benéfica,1,2,female,female,1.66666666666667,1.07308673997732,1.0,12,Fue una carrera universitaria.,Fue una carrera benéfica.,Different Sense
175,3,cartel,Different Sense,Era un cartel informativo,Era un cartel peligroso,1,2,male,male,2.0,1.65144564768954,1.0,12,Era un cartel informativo.,Era un cartel peligroso.,Different Sense
176,3,caudal,Same Sense,Era un caudal ambiental,Era un caudal ecológico,2,2,male,male,4.58333333333333,0.668557923421521,5.0,12,Era un caudal ambiental.,Era un caudal ecológico.,Same Sense
177,3,cima,Different Sense,Estaba en la cima de la loma,Estaba en la cima de la fama,1,2,female,female,3.16666666666667,1.52752523165195,3.0,12,Estaba en la cima de la loma.,Estaba en la cima de la fama.,Different Sense
178,3,cinta,Different Sense,Usó la cinta decorativa,Usó la cinta métrica,2,3,female,female,3.5,1.44599761096244,4.0,12,Usó la cinta decorativa.,Usó la cinta métrica.,Different Sense
179,3,cinta,Different Sense,Usó la cinta pegante,Usó la cinta decorativa,1,2,female,female,3.83333333333333,1.40345893053447,4.5,12,Usó la cinta pegante.,Usó la cinta decorativa.,Different Sense
180,3,clave,Different Sense,Era la clave musical,Era la clave al caso,1,2,female,female,1.83333333333333,1.02985730108887,1.5,12,Era la clave musical.,Era la clave al caso.,Different Sense
181,3,colonia,Different Sense,Era una colonia abandonada,Era una colonia bacteriana,2,3,female,female,1.83333333333333,0.937436866561092,1.5,12,Era una colonia abandonada.,Era una colonia bacteriana.,Different Sense
182,3,colonia,Different Sense,Era una colonia oprimida,Era una colonia de hormigas,2,3,female,female,2.91666666666667,1.56427928995103,3.0,12,Era una colonia oprimida.,Era una colonia de hormigas.,Different Sense
183,3,colonia,Different Sense,Era una colonia rebelde,Era una colonia bacteriana,2,3,female,female,2.16666666666667,1.02985730108887,2.0,12,Era una colonia rebelde.,Era una colonia bacteriana.,Different Sense
184,3,colonia,Different Sense,Era una colonia rebelde,Era una colonia de hormigas,2,3,female,female,3.0,1.53741222957161,3.5,12,Era una colonia rebelde.,Era una colonia de hormigas.,Different Sense
185,3,columna,Different Sense,Era una columna de mármol,Era una columna vertebral,1,2,female,female,1.83333333333333,1.02985730108887,1.5,12,Era una columna de mármol.,Era una columna vertebral.,Different Sense
186,3,compañía,Different Sense,Le gustó la compañía de inversiones,Le gustó la compañía de actores,1,2,female,female,3.5,1.50755672288882,4.0,12,Le gustó la compañía de inversiones.,Le gustó la compañía de actores.,Different Sense
187,3,compañía,Different Sense,Le gustó la compañía financiera,Le gustó la compañía de actores,1,2,female,female,3.83333333333333,1.33711584684304,4.0,12,Le gustó la compañía financiera.,Le gustó la compañía de actores.,Different Sense
188,3,compás,Different Sense,Él navegaba con el compás,Él bailaba al compás,1,2,male,male,1.33333333333333,0.887625364598595,1.0,12,Él navegaba con el compás.,Él bailaba al compás.,Different Sense
189,3,cordón,Different Sense,Se trataba de un cordón de lona,Se trataba de un cordón eléctrico,1,3,male,male,3.66666666666667,1.30267789455786,4.0,12,Se trataba de un cordón de lona.,Se trataba de un cordón eléctrico.,Different Sense
190,3,corte,Different Sense,Le gustó la corte noble,Le gustó la corte judicial,1,2,female,female,3.08333333333333,1.31137217055151,3.0,12,Le gustó la corte noble.,Le gustó la corte judicial.,Different Sense
191,3,corte,Different Sense,Le gustó la corte suprema,Le gustó el corte de pelo,2,3,female,male,1.0,0.0,1.0,12,Le gustó la corte suprema.,Le gustó el corte de pelo.,Different Sense
192,3,corteza,Different Sense,Estaba en la corteza cerebral,Estaba en la corteza crocante,3,4,female,female,2.16666666666667,1.19341628287971,2.0,12,Estaba en la corteza cerebral.,Estaba en la corteza crocante.,Different Sense
193,3,corteza,Different Sense,Estaba en la corteza del roble,Estaba en la corteza cerebral,2,3,female,female,2.5,1.38169855941551,2.5,12,Estaba en la corteza del roble.,Estaba en la corteza cerebral.,Different Sense
194,3,corteza,Different Sense,Estaba en la corteza del roble,Estaba en la corteza prefrontal,2,3,female,female,2.58333333333333,1.44337567297406,2.5,12,Estaba en la corteza del roble.,Estaba en la corteza prefrontal.,Different Sense
195,3,corteza,Different Sense,Estaba en la corteza geológica,Estaba en la corteza del roble,1,2,female,female,3.5,1.24316312101612,3.5,12,Estaba en la corteza geológica.,Estaba en la corteza del roble.,Different Sense
196,3,corteza,Different Sense,Estaba en la corteza terrestre,Estaba en la corteza comestible,1,4,female,female,2.25,1.35680105059994,2.0,12,Estaba en la corteza terrestre.,Estaba en la corteza comestible.,Different Sense
197,3,corteza,Different Sense,Estaba en la corteza terrestre,Estaba en la corteza del roble,1,2,female,female,3.25,1.28805702866407,3.5,12,Estaba en la corteza terrestre.,Estaba en la corteza del roble.,Different Sense
198,3,cuadro,Different Sense,No le gustó el cuadro clíninco,No le gustó el cuadro barroco,1,2,male,male,1.33333333333333,1.15470053837925,1.0,12,No le gustó el cuadro clíninco.,No le gustó el cuadro barroco.,Different Sense
199,3,cuadro,Different Sense,No le gustó el cuadro diagnóstico,No le gustó el cuadro antiguo,1,2,male,male,1.25,0.452267016866645,1.0,12,No le gustó el cuadro diagnóstico.,No le gustó el cuadro antiguo.,Different Sense
200,3,cuadro,Same Sense,No le gustó el cuadro clíninco,No le gustó el cuadro de síntomas,1,1,male,male,4.75,0.621581560508061,5.0,12,No le gustó el cuadro clíninco.,No le gustó el cuadro de síntomas.,Same Sense
201,3,cuadro,Same Sense,No le gustó el cuadro pintoresco,No le gustó el cuadro antiguo,2,2,male,male,4.91666666666667,0.288675134594813,5.0,12,No le gustó el cuadro pintoresco.,No le gustó el cuadro antiguo.,Same Sense
202,3,cubo,Different Sense,Le gustó el cubo geométrico,Le gustó el cubo de madera,1,2,male,male,4.16666666666667,1.33711584684304,5.0,12,Le gustó el cubo geométrico.,Le gustó el cubo de madera.,Different Sense
203,3,cubo,Same Sense,Le gustó el cubo plástico,Le gustó el cubo de madera,2,2,male,male,4.75,0.621581560508061,5.0,12,Le gustó el cubo plástico.,Le gustó el cubo de madera.,Same Sense
204,3,cuerdas,Different Sense,Tenía cuerdas forestadas,Tenía cuerdas vocales,2,3,female,female,1.75,0.866025403784439,1.5,12,Tenía cuerdas forestadas.,Tenía cuerdas vocales.,Different Sense
205,3,cura,Different Sense,Era un cura sabio,Era una cura efectiva,1,2,male,female,1.25,0.866025403784439,1.0,12,Era un cura sabio.,Era una cura efectiva.,Different Sense
206,3,cura,Same Sense,Era un cura compasivo,Era un cura sabio,1,1,male,male,5.0,0.0,5.0,12,Era un cura compasivo.,Era un cura sabio.,Same Sense
207,3,depresión,Different Sense,Se trataba de una depresión terrestre,Se trataba de una depresión psicológica,1,2,female,female,1.5,1.16774841624228,1.0,12,Se trataba de una depresión terrestre.,Se trataba de una depresión psicológica.,Different Sense
208,3,estado,Different Sense,Le preocupaba su estado mental,Le preocupaba su estado sureño,1,2,male,male,1.66666666666667,1.55699788832305,1.0,12,Le preocupaba su estado mental.,Le preocupaba su estado sureño.,Different Sense
209,3,firma,Different Sense,Era una firma caligráfica,Era una firma acreditada,1,2,female,female,3.0,1.85864075456917,3.5,12,Era una firma caligráfica.,Era una firma acreditada.,Different Sense
210,3,firma,Different Sense,Era una firma caligráfica,Era una firma emprendedora,1,2,female,female,1.58333333333333,1.24011240937215,1.0,12,Era una firma caligráfica.,Era una firma emprendedora.,Different Sense
211,3,firma,Different Sense,Era una firma indescifrable,Era una firma acreditada,1,2,female,female,3.08333333333333,1.83195540504146,3.0,12,Era una firma indescifrable.,Era una firma acreditada.,Different Sense
212,3,fortuna,Different Sense,Fue una fortuna heredada,Fue una fortuna imprevista,1,2,female,female,2.75,1.81533868615599,2.5,12,Fue una fortuna heredada.,Fue una fortuna imprevista.,Different Sense
213,3,frente,Different Sense,Era un frente lluvioso,Era una frente amplia,1,2,male,female,1.16666666666667,0.389249472080761,1.0,12,Era un frente lluvioso.,Era una frente amplia.,Different Sense
214,3,frente,Same Sense,Era un frente frío,Era un frente lluvioso,1,1,male,male,4.75,0.621581560508061,5.0,12,Era un frente frío.,Era un frente lluvioso.,Same Sense
215,3,gato,Same Sense,Compró el gato para el auto,Compró el gato hidraúlico,2,2,male,male,4.91666666666667,0.288675134594813,5.0,12,Compró el gato para el auto.,Compró el gato hidraúlico.,Same Sense
216,3,hoja,Different Sense,Era una hoja de papel,Era una hoja de árbol,1,2,female,female,3.16666666666667,1.33711584684304,3.0,12,Era una hoja de papel.,Era una hoja de árbol.,Different Sense
217,3,hoja,Same Sense,Era una hoja de cálculo,Era una hoja de papel,1,1,female,female,2.58333333333333,1.44337567297406,2.5,12,Era una hoja de cálculo.,Era una hoja de papel.,Same Sense
218,3,mano,Different Sense,Tenía una mano dura,Tenía una mano sudada,1,2,female,female,4.0,1.53741222957161,5.0,12,Tenía una mano dura.,Tenía una mano sudada.,Different Sense
219,3,nota,Same Sense,Era una nota académica,Era una nota decepcionante,2,2,female,female,4.16666666666667,1.19341628287971,5.0,12,Era una nota académica.,Era una nota decepcionante.,Same Sense
220,3,nota,Same Sense,Era una nota académica,Era una nota satisfactoria,2,2,female,female,4.75,0.452267016866645,5.0,12,Era una nota académica.,Era una nota satisfactoria.,Same Sense
221,3,orden,Same Sense,Es una orden jurídica,Es una orden ejecutiva,1,1,female,female,4.41666666666667,1.24011240937215,5.0,12,Es una orden jurídica.,Es una orden ejecutiva.,Same Sense
222,3,orden,Same Sense,Es una orden religiosa,Es una orden católica,2,2,female,female,5.0,0.0,5.0,12,Es una orden religiosa.,Es una orden católica.,Same Sense
223,3,palma,Same Sense,Estaba en la palma derecha,Estaba en la palma izquierda,2,2,female,female,5.0,0.0,5.0,12,Estaba en la palma derecha.,Estaba en la palma izquierda.,Same Sense
224,3,papa,Different Sense,Era una papa majada,Era un papa jesuita,1,2,female,male,1.66666666666667,1.23091490979333,1.0,12,Era una papa majada.,Era un papa jesuita.,Different Sense
225,3,papel,Same Sense,Era un papel principal,Era un papel secundario,2,2,male,male,5.0,0.0,5.0,12,Era un papel principal.,Era un papel secundario.,Same Sense
226,3,pasta,Different Sense,Le gustó la pasta italiana,Le gustó la pasta blanqueadora,1,2,female,female,1.25,0.621581560508061,1.0,12,Le gustó la pasta italiana.,Le gustó la pasta blanqueadora.,Different Sense
227,3,pastor,Same Sense,Era un pastor evangélico,Era un pastor eclesiástico,1,1,male,male,5.0,0.0,5.0,12,Era un pastor evangélico.,Era un pastor eclesiástico.,Same Sense
228,3,pata,Same Sense,Ella vio la pata de la gata,Ella vio la pata peluda,2,2,female,female,4.5,0.904534033733291,5.0,12,Ella vio la pata de la gata.,Ella vio la pata peluda.,Same Sense
229,3,pieza,Different Sense,Le gustó la pieza flamenca,Le gustó la pieza contemporánea,1,3,femael,female,4.75,0.866025403784439,5.0,12,Le gustó la pieza flamenca.,Le gustó la pieza contemporánea.,Different Sense
230,3,pieza,Same Sense,Le gustó la pieza alterada,Le gustó la pieza añadida,2,2,female,female,4.83333333333333,0.577350269189626,5.0,12,Le gustó la pieza alterada.,Le gustó la pieza añadida.,Same Sense
231,3,planta,Different Sense,Estaba en la planta superior,Estaba en la planta izquierda,2,3,female,female,3.5,1.78376517003169,4.5,12,Estaba en la planta superior.,Estaba en la planta izquierda.,Different Sense
232,3,posición,Different Sense,Estaba en una posición fetal,Estaba en una posición oportuna,1,2,female,female,2.91666666666667,1.62135371797393,3.5,12,Estaba en una posición fetal.,Estaba en una posición oportuna.,Different Sense
233,3,químico,Different Sense,Era un químico negligente,Era un químico orgánico,1,2,male,male,2.58333333333333,1.83195540504146,2.0,12,Era un químico negligente.,Era un químico orgánico.,Different Sense
234,3,químico,Same Sense,Era un químico orgánico,Era un químico tóxico,2,2,male,male,4.41666666666667,1.08362466945083,5.0,12,Era un químico orgánico.,Era un químico tóxico.,Same Sense
235,3,raya,Different Sense,Dibujó una raya recta,Dibujó una raya endémica,1,2,female,female,2.25,1.48477117918737,1.5,12,Dibujó una raya recta.,Dibujó una raya endémica.,Different Sense
236,3,redada,Different Sense,Fue una redada en el río,Fue una redada en el barrio,1,2,female,female,3.41666666666667,1.44337567297406,4.0,12,Fue una redada en el río.,Fue una redada en el barrio.,Different Sense
237,3,rosa,Different Sense,Era una rosa fragante,Era un rosa claro,1,2,female,male,2.58333333333333,1.56427928995103,2.0,12,Era una rosa fragante.,Era un rosa claro.,Different Sense
238,3,sangre,Different Sense,Él tiene sangre diluida,Él tiene sangre noble,1,2,female,female,3.58333333333333,1.56427928995103,4.0,12,Él tiene sangre diluida.,Él tiene sangre noble.,Different Sense
239,3,sostén,Different Sense,Era un sostén incondicional,Era un sostén sedoso,1,2,male,male,1.75,1.28805702866407,1.0,12,Era un sostén incondicional.,Era un sostén sedoso.,Different Sense
240,3,sueño,Different Sense,Él moría de sueño,Él recordó su sueño,2,3,male,male,2.83333333333333,1.6966991126266,2.5,12,Él moría de sueño.,Él recordó su sueño.,Different Sense
241,3,sueño,Same Sense,Él moría de sueño,Él tenía sueño,2,2,male,male,4.66666666666667,0.887625364598595,5.0,12,Él moría de sueño.,Él tenía sueño.,Same Sense
242,3,tabla,Different Sense,Le gustó la tabla de madera,Le gustó la tabla de ajedrez,1,2,female,female,3.91666666666667,0.996204919895622,4.0,12,Le gustó la tabla de madera.,Le gustó la tabla de ajedrez.,Different Sense
243,3,tabla,Same Sense,Le gustó la tabla de madera,Le gustó la tabla astillada,1,1,female,female,4.91666666666667,0.288675134594813,5.0,12,Le gustó la tabla de madera.,Le gustó la tabla astillada.,Same Sense
244,3,título,Different Sense,Le gustó el título del libro,Le gustó el título propietario,2,3,male,male,2.33333333333333,0.887625364598595,2.0,12,Le gustó el título del libro.,Le gustó el título propietario.,Different Sense
245,3,vela,Different Sense,Ella vio la vela de lona,Ella vio la vela de cera,1,2,female,female,1.41666666666667,0.792961461098759,1.0,12,Ella vio la vela de lona.,Ella vio la vela de cera.,Different Sense
246,4,algodón,Different Sense,Evaluó el algodón cultivado,Evaluó el algodón endulzado,1,2,male,male,2.26666666666667,1.33452327853522,3.0,15,Evaluó el algodón cultivado.,Evaluó el algodón endulzado.,Different Sense
247,4,cadena,Different Sense,Era una cadena de hierro,Era una cadena televisiva,2,3,female,female,1.4,0.736788397613007,1.0,15,Era una cadena de hierro.,Era una cadena televisiva.,Different Sense
248,4,cadena,Different Sense,Era una cadena de oro,Era una cadena de hierro,1,2,female,female,4.66666666666667,1.04653623694457,5.0,15,Era una cadena de oro.,Era una cadena de hierro.,Different Sense
249,4,caja,Different Sense,Ella vio la caja registradora,Ella vio la caja acústica,1,3,female,female,2.33333333333333,1.39727626201154,2.0,15,Ella vio la caja registradora.,Ella vio la caja acústica.,Different Sense
250,4,calle,Different Sense,Condujo en la calle marginal,Condujo en la calle asfaltada,1,2,female,female,4.46666666666667,0.833809387832792,5.0,15,Condujo en la calle marginal.,Condujo en la calle asfaltada.,Different Sense
251,4,calle,Same Sense,Condujo en la calle principal,Condujo en la calle marginal,1,1,female,female,4.33333333333333,1.29099444873581,5.0,15,Condujo en la calle principal.,Condujo en la calle marginal.,Same Sense
252,4,cámara,Different Sense,Se trataba de la cámara profesional,Se trataba de la cámara principal,2,3,female,female,3.0,1.8516401995451,4.0,15,Se trataba de la cámara profesional.,Se trataba de la cámara principal.,Different Sense
253,4,campo,Same Sense,Era un campo cultivado,Era un campo abandonado,2,2,male,male,4.46666666666667,1.12546286774228,5.0,15,Era un campo cultivado.,Era un campo abandonado.,Same Sense
254,4,canal,Different Sense,Estaba en el canal navegable,Estaba en el canal uterino,2,3,male,male,2.2,1.32017314881691,2.0,15,Estaba en el canal navegable.,Estaba en el canal uterino.,Different Sense
255,4,canal,Different Sense,Estaba en el canal televisivo,Estaba en el canal navegable,1,2,male,male,1.46666666666667,1.06009882737862,1.0,15,Estaba en el canal televisivo.,Estaba en el canal navegable.,Different Sense
256,4,canal,Different Sense,Estaba en el canal televisivo,Estaba en el canal uterino,1,3,male,male,1.4,0.736788397613007,1.0,15,Estaba en el canal televisivo.,Estaba en el canal uterino.,Different Sense
257,4,carrera,Same Sense,Fue una carrera profesional,Fue una carrera universitaria,1,1,female,female,4.46666666666667,0.639940473422184,5.0,15,Fue una carrera profesional.,Fue una carrera universitaria.,Same Sense
258,4,cartel,Same Sense,Era un cartel peligroso,Era un cartel dominante,2,2,male,male,3.4,1.84390889145858,4.0,15,Era un cartel peligroso.,Era un cartel dominante.,Same Sense
259,4,cima,Different Sense,Estaba en la cima de la loma,Estaba en la cima de su carrera,1,2,female,female,3.33333333333333,1.29099444873581,4.0,15,Estaba en la cima de la loma.,Estaba en la cima de su carrera.,Different Sense
260,4,cima,Same Sense,Estaba en la cima de la montaña,Estaba en la cima de la loma,1,1,female,female,4.66666666666667,0.617213399848368,5.0,15,Estaba en la cima de la montaña.,Estaba en la cima de la loma.,Same Sense
261,4,cima,Same Sense,Estaba en la cima de su carrera,Estaba en la cima de la fama,2,2,female,female,4.8,0.414039335605413,5.0,15,Estaba en la cima de su carrera.,Estaba en la cima de la fama.,Same Sense
262,4,cinta,Different Sense,Usó la cinta adhesiva,Usó la cinta decorativa,1,2,female,female,3.93333333333333,1.33452327853522,4.0,15,Usó la cinta adhesiva.,Usó la cinta decorativa.,Different Sense
263,4,cinta,Different Sense,Usó la cinta adhesiva,Usó la cinta quirúrgica,1,4,female,female,3.4,1.35224680756563,3.0,15,Usó la cinta adhesiva.,Usó la cinta quirúrgica.,Different Sense
264,4,clave,Different Sense,Era la clave de sol,Era la clave esencial,1,2,female,female,1.46666666666667,0.639940473422184,1.0,15,Era la clave de sol.,Era la clave esencial.,Different Sense
265,4,clave,Different Sense,Era la clave musical,Era la clave esencial,1,2,female,female,1.8,1.26491106406735,1.0,15,Era la clave musical.,Era la clave esencial.,Different Sense
266,4,clima,Different Sense,El clima estaba amigable,El clima estaba lluvioso,1,2,male,male,3.73333333333333,1.43759057685652,4.0,15,El clima estaba amigable.,El clima estaba lluvioso.,Different Sense
267,4,clima,Same Sense,El clima estaba frío,El clima estaba lluvioso,2,2,male,male,4.86666666666667,0.516397779494322,5.0,15,El clima estaba frío.,El clima estaba lluvioso.,Same Sense
268,4,clima,Same Sense,El clima estaba tenso,El clima estaba amigable,1,1,male,male,4.0,1.4638501094228,5.0,15,El clima estaba tenso.,El clima estaba amigable.,Same Sense
269,4,código,Different Sense,Era un código de conducta,Era un código númerico,1,2,male,male,1.93333333333333,1.03279555898864,2.0,15,Era un código de conducta.,Era un código númerico.,Different Sense
270,4,código,Different Sense,Era un código de ética,Era un código númerico,1,2,male,male,2.4,1.54919333848297,2.0,15,Era un código de ética.,Era un código númerico.,Different Sense
271,4,código,Same Sense,Era un código númerico,Era un código programático,2,2,male,male,4.06666666666667,1.16291915126588,4.0,15,Era un código númerico.,Era un código programático.,Same Sense
272,4,colonia,Different Sense,Era una colonia abandonada,Era una colonia de hormigas,2,3,female,female,3.4,1.35224680756563,4.0,15,Era una colonia abandonada.,Era una colonia de hormigas.,Different Sense
273,4,colonia,Different Sense,Era una colonia de hombre,Era una colonia bacteriana,1,3,female,female,1.66666666666667,1.29099444873581,1.0,15,Era una colonia de hombre.,Era una colonia bacteriana.,Different Sense
274,4,colonia,Different Sense,Era una colonia de hombre,Era una colonia de hormigas,1,3,female,female,1.33333333333333,0.899735410842437,1.0,15,Era una colonia de hombre.,Era una colonia de hormigas.,Different Sense
275,4,colonia,Different Sense,Era una colonia oprimida,Era una colonia bacteriana,2,3,female,female,2.86666666666667,1.50554530541816,3.0,15,Era una colonia oprimida.,Era una colonia bacteriana.,Different Sense
276,4,colonia,Different Sense,Era una colonia sutil,Era una colonia oprimida,1,2,female,female,2.4,1.76473389333512,1.0,15,Era una colonia sutil.,Era una colonia oprimida.,Different Sense
277,4,colonia,Same Sense,Era una colonia fragante,Era una colonia de hombre,1,1,female,female,3.86666666666667,1.64171803158706,5.0,15,Era una colonia fragante.,Era una colonia de hombre.,Same Sense
278,4,colonia,Same Sense,Era una colonia fragante,Era una colonia sutil,1,1,female,female,3.66666666666667,1.58865022072498,4.0,15,Era una colonia fragante.,Era una colonia sutil.,Same Sense
279,4,columna,Different Sense,Era una columna decorativa,Era una columna encorvada,1,2,female,female,3.13333333333333,1.68466472572297,3.0,15,Era una columna decorativa.,Era una columna encorvada.,Different Sense
280,4,compañía,Same Sense,Le gustó la compañía de inversiones,Le gustó la compañía financiera,1,1,female,female,4.86666666666667,0.516397779494322,5.0,15,Le gustó la compañía de inversiones.,Le gustó la compañía financiera.,Same Sense
281,4,copa,Different Sense,Él vio la copa mundial,Él vio la copa vacía,1,2,female,female,1.73333333333333,1.03279555898864,1.0,15,Él vio la copa mundial.,Él vio la copa vacía.,Different Sense
